Id,Caso de Prueba,Descripción,Fecha,Área Funcional / Sub proceso,Funcionalidad / Característica,Datos / Acciones de Entrada,Resultado Esperado,Requerimientos de Ambiente de Pruebas,Procedimientos especiales requeridos,Dependencias con otros casos de Prueba,Resultado Obtenido,Estado,Última Fecha de Estado,Observaciones
GDC80,Gestión de Datos y Carga de Información,Evaluar si el sistema permite cancelar un proceso de importación en curso y revertir los cambios.,27-11-2024,Gestión de Datos y Carga de Información,Control de procesos,Iniciar importación y cancelar,El sistema detiene la importación y revierte cualquier cambio realizado hasta el momento de la cancelación.,Soporte para transacciones,No,Ninguno,El sistema permite cancelar un proceso de importación en curso y revierte los cambios para mantener los datos consistentes.,Aprobado,27-11-2024,"La cancelación y reversión de cambios funcionó sin problemas, manteniendo la base de datos intacta."
GDC81,Gestión de Datos y Carga de Información,Verificar si el sistema maneja diferentes formatos de fecha durante la carga de datos.,27-11-2024,Gestión de Datos y Carga de Información,Validación de datos,Archivo CSV con fechas en distintos formatos,El sistema normaliza los formatos y carga correctamente los datos sin errores de fecha.,Ninguno,Configuración de formatos de fecha,Ninguno,"El sistema reconoce y procesa diferentes formatos de fecha correctamente, evitando errores de carga.",Aprobado,27-11-2024,Los formatos de fecha variados fueron aceptados y procesados sin inconvenientes.
GDC82,Gestión de Datos y Carga de Información,Evaluar si el sistema detecta y notifica registros duplicados durante la importación.,27-11-2024,Gestión de Datos y Carga de Información,Validación de datos,Archivo CSV con registros duplicados,El sistema muestra una advertencia y omite los registros duplicados sin afectar la carga del resto de datos.,Ninguno,No,GDC-072,"Los registros duplicados son detectados y notificados al usuario, evitando la duplicación en la base de datos.",Aprobado,27-11-2024,El sistema notifica adecuadamente los duplicados para evitar redundancia de datos.
GDC83,Gestión de Datos y Carga de Información,Verificar que el sistema rechace registros donde se exceda la longitud máxima permitida en un campo.,27-11-2024,Gestión de Datos y Carga de Información,Validación de datos,Archivo CSV con campos que exceden la longitud máxima,El sistema muestra un error y no carga los registros que exceden la longitud permitida en los campos.,Ninguno,No,Ninguno,"El sistema rechaza registros que exceden la longitud máxima permitida en los campos, garantizando integridad de datos.",Aprobado,27-11-2024,Los registros que exceden la longitud definida fueron rechazados correctamente.
GDC84,Gestión de Datos y Carga de Información,Comprobar si el sistema actualiza registros existentes cuando se realiza una carga incremental con cambios.,27-11-2024,Gestión de Datos y Carga de Información,Importación incremental,Archivo CSV con modificaciones en datos existentes,Los registros existentes se actualizan con los nuevos datos proporcionados en la carga incremental.,Ninguno,No,GDC-075,"La carga incremental actualiza solo los registros con cambios, manteniendo los datos actualizados sin duplicar.",Aprobado,27-11-2024,El sistema maneja bien la actualización incremental sin duplicar datos previos.
GDC85,Gestión de Datos y Carga de Información,Verificar si el sistema permite la importación de archivos con nombres de columnas personalizados.,27-11-2024,Gestión de Datos y Carga de Información,Importación de datos,Archivo CSV con nombres de columnas diferentes,El sistema permite mapear los nombres de columnas personalizados a los campos correspondientes y carga los datos.,Ninguno,Definir correspondencia de columnas,Ninguno,"Archivos con nombres de columnas personalizados se importan correctamente, garantizando flexibilidad en la carga.",Aprobado,27-11-2024,El sistema permite nombres de columnas no estandarizados sin generar errores.
GDC86,Gestión de Datos y Carga de Información,"Evaluar si el sistema maneja correctamente números decimales con coma (,) como separador.",27-11-2024,Gestión de Datos y Carga de Información,Validación de datos,Archivo CSV con números decimales en formato europeo,"Los valores decimales se interpretan y cargan correctamente como números, sin errores.",Soporte de configuración regional,No,Ninguno,"El sistema interpreta correctamente números decimales con coma (,) como separador, preservando el formato numérico.",Aprobado,27-11-2024,Los números con coma fueron aceptados y procesados correctamente.
GDC87,Gestión de Datos y Carga de Información,Verificar si el sistema rechaza o limpia los caracteres no permitidos durante la carga de datos.,27-11-2024,Gestión de Datos y Carga de Información,Validación de datos,Archivo CSV con caracteres no permitidos,El sistema muestra un error o elimina los caracteres no permitidos antes de cargar los datos.,Soporte para caracteres válidos,No,Ninguno,Caracteres no permitidos son detectados y eliminados automáticamente para mantener la consistencia de datos.,Aprobado,27-11-2024,El sistema limpia automáticamente caracteres inapropiados antes de la carga.
GDC88,Gestión de Datos y Carga de Información,Evaluar si el sistema actualiza la vista de datos en tiempo real mientras se realiza una importación.,27-11-2024,Gestión de Datos y Carga de Información,Actualización de datos en tiempo real,Iniciar una importación y observar la vista de datos,La vista de datos se actualiza en tiempo real para reflejar los registros importados mientras se completa el proceso.,Soporte para actualizaciones en tiempo real,No,Ninguno,"La vista de datos se actualiza en tiempo real durante la importación, reflejando los cambios inmediatamente.",Aprobado,27-11-2024,"La interfaz muestra la importación en tiempo real, lo que facilita la supervisión de la carga de datos."
GDC89,Gestión de Datos y Carga de Información,Verificar si el sistema detecta y omite filas incompletas en el archivo de carga.,27-11-2024,Gestión de Datos y Carga de Información,Validación de datos,Archivo CSV con filas que tienen campos vacíos,El sistema ignora las filas incompletas y muestra un mensaje de advertencia sobre los registros omitidos.,Ninguno,No,Ninguno,"El sistema omite filas incompletas en el archivo de carga sin interrumpir el proceso, manteniendo la integridad del proceso.",Aprobado,27-11-2024,Las filas incompletas fueron ignoradas y la importación continuó sin problemas.
GDC90,Gestión de Datos y Carga de Información,Comprobar si el sistema genera logs de auditoría detallados durante el proceso de importación.,27-11-2024,Gestión de Datos y Carga de Información,Auditoría de datos,Iniciar una importación y revisar los logs,"Se generan logs detallados con información sobre el proceso, incluyendo errores y registros procesados.",Acceso a logs de auditoría,No,Ninguno,"Logs de auditoría detallados se generan durante el proceso de importación, permitiendo un seguimiento exhaustivo de la actividad.",Aprobado,27-11-2024,Los logs proporcionan un registro completo de las acciones y errores durante la importación de datos.
GDC91,Gestión de Datos y Carga de Información,"Verificar que el sistema valide formatos específicos (e.g., fechas, números) al cargar información",27-11-2024,Gestión de Datos y Carga de Información,Validación de formatos,Archivo con datos en formato incorrecto,El sistema rechaza datos en formatos incorrectos,Ambiente con reglas de validación habilitadas,Datos en varios formatos incorrectos,Ninguno,"El sistema valida correctamente los formatos específicos de fecha y número al cargar información, evitando errores de formato.",Aprobado,27-11-2024,Los formatos de fecha y número se validan conforme a los requerimientos establecidos.
GDC92,Gestión de Datos y Carga de Información,Evaluar si el sistema guarda automáticamente los datos ingresados,27-11-2024,Gestión de Datos y Carga de Información,Función de autoguardado,Ingreso de datos sin confirmación de guardado,Los datos ingresados se guardan automáticamente,Capacidad de autoguardado en el ambiente de prueba,Monitoreo de eventos de guardado,Ninguno,"Los datos ingresados se guardan automáticamente, reduciendo el riesgo de pérdida de información en caso de error.",Aprobado,27-11-2024,El sistema guarda en automático cada entrada de datos efectuada en el proceso de carga.
GDC93,Gestión de Datos y Carga de Información,Comprobar que el sistema permita restaurar datos en caso de fallo o cierre inesperado,27-11-2024,Gestión de Datos y Carga de Información,Restauración de Información,Cierre forzado de la aplicación,Los datos previos se restauran al reiniciar el sistema,Funcionalidad de restauración habilitada,Simulación de cierres inesperados,Ninguno,"El sistema permite restaurar datos correctamente en caso de fallos o cierres inesperados, asegurando la continuidad del trabajo.",Aprobado,27-11-2024,Se puede recuperar la información previa al fallo sin problemas.
GDC94,Gestión de Datos y Carga de Información,Verificar que solo los usuarios autorizados puedan cargar datos,27-11-2024,Gestión de Datos y Carga de Información,Control de permisos de carga de datos,Intento de carga con diferentes perfiles de usuario,Solo usuarios autorizados pueden cargar datos,Configuración de perfiles y permisos,Pruebas con varios perfiles de usuario,Ninguno,"Solo usuarios autorizados tienen permisos para cargar datos, protegiendo la integridad y seguridad de la información.",Aprobado,27-11-2024,"Los permisos de usuario fueron respetados, y solo los usuarios autorizados lograron realizar cargas de datos."
GDC95,Gestión de Datos y Carga de Información,Comprobar que el sistema rechace archivos que excedan el tamaño permitido,27-11-2024,Gestión de Datos y Carga de Información,Límite de tamaño de archivo,Carga de archivo que excede el límite permitido,El sistema notifica que el archivo excede el tamaño máximo,Ambiente con límite de tamaño configurado,Generar archivos de diferentes tamaños,Ninguno,"El sistema rechaza archivos que exceden el tamaño permitido, notificando adecuadamente al usuario.",Aprobado,27-11-2024,"Los archivos fuera del tamaño permitido fueron rechazados, y el usuario recibió una notificación al respecto."
GDC96,Gestión de Datos y Carga de Información,Verificar que el sistema notifique al usuario cuando la carga de datos se complete exitosamente,27-11-2024,Gestión de Datos y Carga de Información,Notificación de carga exitosa,Carga de datos sin errores,El sistema muestra un mensaje de éxito al usuario,Funcionalidad de notificaciones habilitada,No,Ninguno,"Una notificación se muestra cuando la carga de datos se completa exitosamente, informando al usuario del estado final del proceso.",Aprobado,27-11-2024,El sistema envía notificación al usuario tras concluir exitosamente la carga de datos.
